,id,price,signed,deadline,method,procurer,supplier,proinn,supinn,registered,address,number,mail,code,product
22384,2666202298416000464,"3 167 186,34 ",2016-01-08,2016-12-30,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СВЕРДЛОВСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""",ООО «СтройСоюз»,6662022984,7452099936,06.02.2012,"['454007, Российская Федерация, Челябинская обл., г. Челябинск, ул. 40-летия Октября, дом 29, корпус А, офис 4,']",7-351-2171096,step856n@yandex.ru,43.29.12.110,"Благоустройство территории с ограждением здания лечебного корпуса №5,7 в филиале ""Полевская психиатрическая больница"""
22418,3663302397616000002,"3 209 354,00 ",2016-01-02,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",муниципальное казенное дошкольное образовательное учреждение Обуховский детский сад №2,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6633023976,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",8-34376-51799,Lyudmila.Koroleva@esplus.ru,35.11.10.115,электроснабжение
22679,2666001041516000252,"16 917 600,00 ",2016-01-06,2016-12-31,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИТАСПЕКТР"" (ООО ""ВИТАСПЕКТР"")",6660010415,6672338063,01.01.2012,"['620075, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул БЕЛИНСКОГО, 39, ЛИТЕР А, ОФИС 3011']",7-343-3118709,vitaspektr@list.ru,21.20.23.111,"ТЕСТ- ПОЛОСКИ ДЛЯ ОПРЕДЕЛЕНИЯ СОДЕРЖАНИЯ ГЛЮКОЗЫ В КРОВИ! полоски электрохимические однократного применения ПКГ-03 к измерителю концентрации глюкозы в крови портативному ""Сателлит экспресс"" №50 тест-полоски к глюкометру №50 , ООО ""Компания ""ЭЛТА"", Россия"
22687,3666403957416000005,"1 026 000,00 ",2016-01-06,2016-12-31,Конкурс с ограниченным участием,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 86,Екатеринбургское муниципальное унитарное предприятие «Комбинат школьного питания»,6664039574,6664032579,11.05.1995,"['620010, Свердловская область, город Екатеринбург, г. Екатеринбург, ул. Инженерная, 31']",8 (343) 242-14-00,k-256@mail.ru,56.29.20.120,Оказание услуг по организации питания в детском оздоровительном лагере
22704,3665300218816000004,"1 361 360,00 ",2016-01-08,2016-01-09,Электронный аукцион,АДМИНИСТРАЦИЯ ТАБОРИНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ,"Общество с ограниченной ответственностью «Передовые Технологии Строительства» (ООО ""ПТС"")",6653002188,6670283612,11.02.2010,"['620075, г.Екатеринбург, проспект Ленина д.69 корп.5 офис 36']",8-95304-44711,pts_stroy@mail.ru,68.10.12.000,"Приобретение квартиры в рамках муниципальной адресной программы ""Переселение граждан на территории Таборинского сельского поселения из аварийного жилищного фонда в 2013-2017 годах"""
22718,3665700340016000009,"1 761 571,78 ",2016-01-07,2016-08-30,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШАЛИНСКОГО ГОРОДСКОГО ОКРУГА ""КОЛПАКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""","""КИП""",6657003400,6671015334,25.06.2015,"['620051, г. Екатеринбург, ул. Таганская, д.60А, оф.27']",7-343217-3333,info@avtospec.ru,29.10.30.113,"Поставка школьного автобуса для перевозки детей в соответствии с ГОСТ Р 51160-98 (ПАЗ 320538 - 70 утепленный) в Муниципальное казенное общеобразовательное учреждение Шалинского городского округа ""Колпаковская средняя общеобразовательная школа"""
22792,3665500021016000019,"3 295 838,00 ",2016-01-03,2016-12-31,Электронный аукцион,АДМИНИСТРАЦИЯ ТУГУЛЫМСКОГО ГОРОДСКОГО ОКРУГА,"Общество с ограниченной ответственностью ""Талицкая строительная компания""",6655000210,6633023870,08.05.2013,"['623650, Свердловская область, р.п. Тугулым, ул. Федюнинского, 78']",7-922-1029028,tsk@mail.ru,41.20.10.190,Приобретение двух жилых помещений
22842,3667319873216000019,"2 373 997,00 ",2016-01-06,2016-11-30,Электронный аукцион,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОРДЖОНИКИДЗЕВСКИЙ ДОРОЖНО-ЭКСПЛУАТАЦИОННЫЙ УЧАСТОК""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛАВТОЛИДЕР""",6673198732,6686052346,16.09.2014,"['620012, Российская Федерация, Свердловская обл., г. Екатеринбург, ул. Уральских рабочих, 8, 75, ОКАТО: 65401385000']",7-963-2751931,50502010@bk.ru,46.90.10.000,Автошина 10.20
22910,3667124849816000004,"3 458 788,74 ",2016-01-25,2016-12-31,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА ПО КАПИТАЛЬНОМУ РЕМОНТУ""",ООО 'Юнивест-Cтрой',6671248498,6679032532,20.05.2013,"['620130, Свердловская область, город Екатеринбург, 620130, Российская Федерация, Свердловская обл., г. Екатеринбург, ул. Белинского, дом 222, 136']",+7 343 385-95-66,univest-stroy@yandex.ru,43.99.90.190,"ремонт кровли, замена окон"
22917,3667227911416000002,"3 000 000,00 ",2016-01-19,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","Муниципальное бюджетное  учреждение ""Водоотведение и искусственные сооружения""","ОАО ""Екатеринбургэнергосбыт""",6672279114,6671250899,30.01.2008,"['620144, Свердловская область, город Екатеринбург, ул.Сурикова, 48']",3590759,budget@eens.ru,35.12.10.110,Поставка электрической энергии
22950,1665802857416000003,"6 159 784,15 ",2016-01-22,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",СВЕРДЛОВСКИЙ ОБЛАСТНОЙ СУД,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕКАТЕРИНБУРГЭНЕРГОСБЫТ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕКАТЕРИНБУРГЭНЕРГОСБЫТ"")",6658028574,6671250899,30.01.2008,"['620144, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул СУРИКОВА, ДОМ 48']",7-343-2157726,incident@ens.ru,35.14.10.000,Поставка электрической энергии
22965,3662305565816000005,"19 864 774,96 ",2016-01-27,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЗАКАЗЧИКА ГОРОДСКОГО ХОЗЯЙСТВА""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСКОММУНЭНЕРГО"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСКОММУНЭНЕРГО"")",6623055658,7709538063,26.06.2013,"['369000, Респ КАРАЧАЕВО-ЧЕРКЕССКАЯ 09, г ЧЕРКЕССК, пр-кт ЛЕНИНА, 147']",7-3435-230200,tagilenergo@mail.ru,35.12.10.110,Поставка электрической энергии
22995,3663201757816000005,"47 402 715,90 ",2016-01-16,2016-01-12,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ  УЧРЕЖДЕНИЕ  ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ""","ООО ""МОНОЛИТСТРОЙ""",6632017578,6685042306,27.09.2013,"['620026, Российская Федерация, Свердловская обл., г. Екатеринбург, ул. Луначарского, 194, офис 203, ОКАТО: 65401380000']",7-34385-64344,monolitserov@yandex.ru,41.20.30.000,"выполнение работ по строительству 44 - квартирного дома по адресу: г. Серов ,ул. Новоуральская,6А  на        условиях ""под ключ"""
23007,3662601554016000001,"1 096 196,05 ",2016-01-18,2017-03-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ -  ДЕТСКИЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ ""ИЗУМРУД""","Открытое акционерное общество ""ЭнергосбыТ Плюс""",6626015540,5612042824,22.05.2014,"['620017, Свердловская область, город Екатеринбург, ул. Электриков, 16']",7-343-357-69,sesb@ies-holding.com,35.12.10.110,Продажа и передача электрической энергии
23118,1666101464516000019,"2 958 014,73 ",2016-01-02,2016-05-19,Электронный аукцион,"федеральное казенное учреждение ""Уральское окружное управление материально-технического снабжения Министерства внутренних дел Российской Федерации""",Общество с ограниченной ответственностью «ТехноСпецСнаб-Инжиниринг»,6661014645,6319162328,13.06.2012,"['443109, Самарская область,г. Самара,ул.Ново-Садовая, д.381 , позиция 12']",8-84699-77777,kiselev@tss-s.ru,28.13.24.000,Передвижная компрессорная станция
23131,2665807811016000320,"1 243 644,38 ",2016-01-12,2016-12-30,Электронный аукцион,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ  УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ""","Общество с ограниченной ответственностью ""Регинас""",6658078110,7438009698,21.12.2002,"['454021, г.Челябинск, ул. Братьев Кашириных, 141-А']",8-351-2395206,fbu@reginas.ru,29.10.22.000,Поставка легковых автомобилей
23239,2666700371316000027,"1 577 164,80 ",2016-01-14,2017-02-28,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ БОЛЬНИЦА № 1 ГОРОД НИЖНИЙ ТАГИЛ""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД МЕДСИНТЕЗ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД МЕДСИНТЕЗ"")",6667003713,6629012040,05.04.2006,"['620144, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул 8 МАРТА, 90, А']",8-343-2707515,boris.sanatin@medsintez.com,21.20.10.113,"Натрия хлорид Россия, ООО ""Завод ""Медсинтез"""
23562,3662100822916000005,"1 497 363,59 ",2016-01-25,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №5 Невьянского городского округа,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАСЧЕТНЫЙ ЦЕНТР УРАЛА"" (АО ""РЦ УРАЛА"")",6621008229,6659190330,11.12.2009,"['620141, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул АРТИНСКАЯ, 15, 501']",8-343372-8891,rg@rgaz.usg.ru,35.30.11.120,тепловая энергия
23728,3665500021016000004,"1 384 800,00 ",2016-01-03,2016-05-05,Электронный аукцион,АДМИНИСТРАЦИЯ ТУГУЛЫМСКОГО ГОРОДСКОГО ОКРУГА,Общество с ограниченной ответственностью «АвтоСила» (ООО  «АвтоСила»),6655000210,4501160066,24.06.2010,"['623703 Свердловская область, г. Березовский, Березовский тракт, 9']",7-343-3857270,avtosila96@mail.ru,45.19.21.000,приобретение транспорта для перевозки твердых бытовых отходов (мусоровоз)
23840,3663700294516000003,"1 209 500,00 ",2016-01-25,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АЧИТСКОГО ГОРОДСКОГО ОКРУГА  ""РУССКОПОТАМСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",МУНИЦИПАЛЬНОЕ УНИТАРНОЕ  ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АЧИТСКОГО ГОРОДСКОГО ОКРУГА (МУП ЖКХ АГО),6637002945,6637000320,30.06.1991,"['623230, обл СВЕРДЛОВСКАЯ 66, рп АЧИТ, ул СВОБОДЫ, 2']",8-34391-71352,hrlh.mup@mail.ru,35.30.11.120,отпуск тепловой энергии
24027,3666205666216000017,"3 131 680,00 ",2016-01-29,2016-12-31,Электронный аукцион,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКАЯ БОЛЬНИЦА № 36 ""ТРАВМАТОЛОГИЧЕСКАЯ""",ООО 'АКСИОМА' (ООО 'АКСИОМА'),6662056662,6658446821,02.12.2013,"['620028, Российская Федерация, Свердловская обл., г. Екатеринбург, ул. Долорес Ибаррури, 2, 18, ОКАТО: 65401364000']",8-343-2728430,aksiomaekb@gmail.com,32.50.13.190,"Металлофиксаторы и конструкции со свойствами угловой стабильности для остеосинтеза малых и плоских костей скелета (ребра, кости предплечья, таз)"
